y_gt,1089.542910576413,2587e3,true,false
y_bio,1756.3883015947451,2587e3,true,false
z,0.6483165301095772,2587e3,true,false
obj,8641532.98676123,2587e3,true,false
curtail,4555647.101391297,2587e3,true,false
y_gt,746.6214877650683,2587e3,true,true
y_bio,1910.205902698589,2587e3,true,true
z,0.631147822411448,2587e3,true,true
obj,8540241.697937207,2587e3,true,true
curtail,4622574.5788728995,2587e3,true,true
y_gt,1089.542910576413,2589600,true,false
y_bio,1756.3883015947451,2589600,true,false
z,0.6483165301095772,2589600,true,false
obj,8643218.609739516,2589600,true,false
curtail,4555647.101391297,2589600,true,false
y_gt,746.6214877650681,2589600,true,true
y_bio,1910.2059026985883,2589600,true,true
z,0.6311478224114483,2589600,true,true
obj,8541882.682275476,2589600,true,true
curtail,4622091.175053228,2589600,true,true
y_gt,1089.542910576413,2592200,true,false
y_bio,1756.3883015947451,2592200,true,false
z,0.6483165301095772,2592200,true,false
obj,8644904.2327178,2592200,true,false
curtail,4555647.101391297,2592200,true,false
y_gt,746.6214877650673,2592200,true,true
y_bio,1910.205902698589,2592200,true,true
z,0.631147822411448,2592200,true,true
obj,8543523.666613746,2592200,true,true
curtail,4622376.838975435,2592200,true,true
y_gt,1082.056050919812,2594800,true,false
y_bio,1764.545712192751,2594800,true,false
z,0.6461954731683341,2594800,true,false
obj,8646587.406922609,2594800,true,false
curtail,4572846.923721342,2594800,true,false
y_gt,746.621487765068,2594800,true,true
y_bio,1910.2059026985883,2594800,true,true
z,0.6311478224114482,2594800,true,true
obj,8545164.650952015,2594800,true,true
curtail,4622675.058878584,2594800,true,true
y_gt,1051.1958553798638,2597400,true,false
y_bio,1802.1468397940937,2597400,true,false
z,0.6248728564118509,2597400,true,false
obj,8648219.326350681,2597400,true,false
curtail,4716997.145912433,2597400,true,false
y_gt,746.6214877650679,2597400,true,true
y_bio,1910.2059026985887,2597400,true,true
z,0.6311478224114481,2597400,true,true
obj,8546805.635290286,2597400,true,true
curtail,4623034.113696985,2597400,true,true
y_gt,1051.1958553798638,26e5,true,false
y_bio,1802.1468397940937,26e5,true,false
z,0.6248728564118509,26e5,true,false
obj,8649843.995777354,26e5,true,false
curtail,4716997.145912433,26e5,true,false
y_gt,708.7365590837456,26e5,true,true
y_bio,1949.675306551616,26e5,true,true
z,0.6247588611461954,26e5,true,true
obj,8548431.994088473,26e5,true,true
curtail,4683886.3968272,26e5,true,true
y_gt,1051.1958553798638,2602599.9999999995,true,false
y_bio,1802.1468397940937,2602599.9999999995,true,false
z,0.6248728564118509,2602599.9999999995,true,false
obj,8651468.665204024,2602599.9999999995,true,false
curtail,4716997.145912433,2602599.9999999995,true,false
y_gt,708.7365590837446,2602599.9999999995,true,true
y_bio,1949.6753065516175,2602599.9999999995,true,true
z,0.6247588611461947,2602599.9999999995,true,true
obj,8550056.367127452,2602599.9999999995,true,true
curtail,4683521.128468201,2602599.9999999995,true,true
y_gt,989.429485277878,2605200,true,false
y_bio,1867.402357414273,2605200,true,false
z,0.6138361400260927,2605200,true,false
obj,8653072.626775352,2605200,true,false
curtail,4821266.344699079,2605200,true,false
y_gt,708.7365590837451,2605200,true,true
y_bio,1949.6753065516175,2605200,true,true
z,0.6247588611461946,2605200,true,true
obj,8551680.740166431,2605200,true,true
curtail,4683677.059648189,2605200,true,true
y_gt,989.429485277878,2607799.9999999995,true,false
y_bio,1867.402357414273,2607799.9999999995,true,false
z,0.6138361400260927,2607799.9999999995,true,false
obj,8654668.60073942,2607799.9999999995,true,false
curtail,4821266.344699079,2607799.9999999995,true,false
y_gt,708.7365590837451,2607799.9999999995,true,true
y_bio,1949.6753065516166,2607799.9999999995,true,true
z,0.624758861146195,2607799.9999999995,true,true
obj,8553305.11320541,2607799.9999999995,true,true
curtail,4683156.4270592695,2607799.9999999995,true,true
y_gt,989.429485277878,2610400,true,false
y_bio,1867.402357414273,2610400,true,false
z,0.6138361400260927,2610400,true,false
obj,8656264.574703488,2610400,true,false
curtail,4821266.344699079,2610400,true,false
y_gt,696.827830331278,2610400,true,true
y_bio,1962.0820984044155,2610400,true,true
z,0.6227505583892353,2610400,true,true
obj,8554928.62068931,2610400,true,true
curtail,4702999.184045291,2610400,true,true
y_gt,989.429485277878,2612999.9999999995,true,false
y_bio,1867.402357414273,2612999.9999999995,true,false
z,0.6138361400260927,2612999.9999999995,true,false
obj,8657860.548667556,2612999.9999999995,true,false
curtail,4821266.344699079,2612999.9999999995,true,false
y_gt,696.8278303312773,2612999.9999999995,true,true
y_bio,1962.0820984044162,2612999.9999999995,true,true
z,0.6227505583892351,2612999.9999999995,true,true
obj,8556547.772141123,2612999.9999999995,true,true
curtail,4702468.087913122,2612999.9999999995,true,true
